70,SP-2405,Solar Panel 2405,,,2010-11-18 00:00:00,3.36,,,,,,,,180,35,OPERATIONAL,0101000020E610000014AE47E17A14FABFA4703D0AD7C34A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
71,SP-2406,Solar Panel 2406,,,2010-12-03 00:00:00,1.89,,,,,,,,315,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
72,SP-2407,Solar Panel 2407,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
73,SP-2408,Solar Panel 2408,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
74,SP-2409,Solar Panel 2409,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
75,SP-2410,Solar Panel 2410,,,2011-02-04 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
76,SP-2411,Solar Panel 2411,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
77,SP-2412,Solar Panel 2412,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
78,SP-2413,Solar Panel 2413,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
79,SP-2414,Solar Panel 2414,,,2010-12-03 00:00:00,1.89,,,,,,,,135,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
